20200429,indclass,indclass_MSI,0.9169623846699788,0.9473516273133376,0.5433929350196249,0.9019944979367261,0.7862776025236593,1.0145985401459854,0.8200522534291311,0.8224202948234487,1.0777284263959392,1.0820295983086683,0.6727972626176218,0.8980704697986578,0.8625254582484726,0.9622522805913809,0.955305564001216,0.6356560415122313,,,,,,,,,,,,,,,,,,,,,,,,,0.9122647237401335,0.8942268873637464,0.6717842323651452,0.8176121372031662,0.8375862068965518,0.9684594953519257,0.8012999071494894,1.0213289581624283,0.9443247126436783,1.0102970297029703,1.0348189415041782,0.8366118024889603,1.0314185972707077,0.9012295081967214,0.8633643617021276,1.0380392156862746,0.9252731758900247,0.7606611570247934,0.7874228395061729,0.9011244668476153,0.9623588456712674,1.0716763005780348,0.8359697386519945,0.7772590863621207,0.9193646915088576,0.9260628465804066,0.7071674971253353,1.0135135135135136,0.9844297391981316,0.9647730879086005,0.8181510328479512,0.8793284365162645,0.9184890656063619,0.9404084365584197,0.9066390041493775,0.9474599860821155,0.9932381667918859,0.9646799116997793,0.8793363499245851,0.775330396475771,0.7019064124783362,1.2128440366972477,0.9872611464968153,0.8984078847611827,0.7625468164794007,0.9215552523874487,0.9220467032967034,0.8179022890331397,0.9525504151838671,0.8848837209302326,0.8788710309682478,0.8145695364238411,0.9242810338551147,0.8994490358126722,0.8329670329670329,1.031717747683535,0.7909031413612566,0.8973013493253374,0.8459677419354839,1.1069894572432644,0.8446075303126994,0.8193930421909698,0.9634230503795721,0.7171581769436998,0.7881889763779527,0.8768417075935021,1.0694220213109462,0.9050141242937851,0.9056959637872501,0.9084124830393486,0.9522451888809693
20200429,indclass,indclass_IRECI,0.3547858468677494,0.30729146341463415,0.4821185074626866,0.31176641991924625,0.29509711431742514,0.21598117577197146,0.33209038884812914,0.40000434782608696,0.25919087683730363,0.35510164319248827,0.3685983606557377,0.2447191699604743,0.3697616640746501,0.22201981351981354,0.2782518191841235,0.41873831775700937,,,,,,,,,,,,,,,,,,,,,,,,,0.2796735816618911,0.3199865853658536,0.2771539072847682,0.41071244019138753,0.3169534988713318,0.30973335280373826,0.3739624309392265,0.20741494505494504,0.28968335787923416,0.20979352727272726,0.2209694727104533,0.35989411764705886,0.1869246853823814,0.2818445945945946,0.2689633354964309,0.21107682737169522,0.273795667125172,0.46750545790934317,0.3919834024896265,0.38185040214477206,0.2554402555910544,0.1759707412223667,0.358753983618764,0.4055716887417218,0.3044447640966628,0.23952108183079054,0.42759096385542167,0.19007071376011778,0.2517141406816534,0.25408558951965066,0.3963325842696629,0.3337526959022286,0.2950786152497809,0.27079950341402864,0.3651856209150326,0.35282812500000005,0.29918785046728974,0.24795172608941712,0.30978130733944964,0.40645907906168544,0.07073214285714287,0.20806272373540854,0.33259825301204815,0.23782810047095762,0.1499384615384615,0.28956716417910444,0.27154587458745877,0.3688167580266249,0.33965277777777775,0.4015990487514863,0.2988182857142857,0.45062353455818016,0.31089602184087367,0.28425303788420303,0.33014694508894044,0.254076146179402,0.3672021521906225,0.31482627795527157,0.388957926221336,0.19126904761904764,0.3433552238805971,0.3935914645974782,0.28600348759222,0.44883787878787873,0.37521802618328304,0.34235621399176963,0.22417071129707114,0.3884448652585578,0.2844853582554518,0.3024260204081633,0.314693691588785
20200429,indclass,indclass_MTCI,3.074596774193548,2.929411764705882,4.339572192513368,3.0580645161290314,5.542372881355932,5.175097276264592,4.064593301435407,2.436578171091446,1.8307453416149062,1.3724747474747474,5.0476190476190474,7.664804469273743,3.254901960784314,7.95108695652174,4.2507204610951,4.985632183908046,,,,,,,,,,,,,,,,,,,,,,,,,4.901898734177218,2.6252631578947367,-42.435897435897424,3.5277777777777772,4.007653061224491,2.3636363636363646,3.935982339955849,2.5547619047619037,3.395238095238094,3.5168195718654425,2.662531017369727,2.5233812949640284,2.8627968337730856,4.290322580645162,3.92245989304813,7.660606060606067,3.3086124401913874,4.595744680851063,3.9514563106796117,2.7809523809523813,2.9306487695749444,4.0968992248062035,2.765017667844523,3.794491525423728,3.147540983606557,3.1733668341708556,3.9150485436893216,4.608510638297874,2.559139784946237,2.8183760683760677,3.245247148288973,2.9069306930693064,2.678362573099416,3.5282051282051294,2.964774951076322,3.069672131147541,2.4872798434442265,3.441176470588235,4.0594315245478025,3.404761904761905,6.086206896551724,1.8265306122448979,2.8352490421455934,4.120845921450147,2.493562231759658,2.9336016096579476,4.352024922118382,3.610503282275711,2.588803088803089,2.3101182654402104,2.5647969052224373,3.082142857142857,4.092178770949719,3.215811965811966,2.5660714285714294,3.142512077294687,5.086956521739132,3.058315334773217,2.8904109589041096,5.361233480176212,4.102137767220904,4.871720116618076,3.168918918918918,3.67280163599182,4.125333333333334,3.0020964360587006,2.581699346405228,2.248073959938367,3.3260340632603422,2.4000000000000004,3.3897550111358594
20200429,indclass,indclass_MCARI,0.0019314240000000004,0.0020522400000000003,0.0012132560000000002,0.001691670000000001,0.00070387,0.00045951600000000004,0.0013651880000000003,0.003731712,0.0032431840000000014,0.005045039999999999,0.0006909,0.00019725799999999996,0.0020705999999999993,0.00021932799999999994,0.0008980360000000005,0.0009938879999999998,,,,,,,,,,,,,,,,,,,,,,,,,0.0007647199999999995,0.0018002500000000002,1.8252000000000008e-05,0.002023056000000001,0.001165023999999999,0.002344099999999999,0.0016108680000000005,0.0013482000000000004,0.0013683600000000008,0.0008194620000000004,0.001263808,0.0025642719999999994,0.001033912000000001,0.0007570200000000001,0.0010838519999999993,0.00019601999999999963,0.0013376000000000002,0.0014686560000000003,0.0014065680000000002,0.0022113,0.0015251639999999992,0.0003642959999999996,0.0025696399999999998,0.0018256960000000006,0.0018231680000000007,0.001219471999999999,0.0013966799999999995,0.0004041999999999998,0.00163215,0.0016539120000000009,0.0022218240000000007,0.0019927300000000003,0.00211869,0.0011536199999999995,0.0021073639999999996,0.0018690399999999995,0.0020859020000000006,0.0012680640000000002,0.0011764800000000008,0.0017528279999999995,3.178399999999999e-05,0.0018032,0.0021631680000000005,0.000880460000000001,0.0004543499999999998,0.0019084800000000006,0.0007614119999999995,0.0016515980000000004,0.002145556,0.004579697999999998,0.0021228019999999996,0.00256704,0.0009873640000000006,0.0017334719999999996,0.0025031999999999997,0.0013032719999999994,0.0009846299999999994,0.0016742080000000006,0.0021032760000000003,0.00035775199999999997,0.001383406,0.0009103219999999999,0.0015016080000000004,0.00202446,0.00114375,0.0018040139999999994,0.0015762059999999997,0.003395568,0.001363697999999999,0.0026047499999999994,0.0015643159999999985
20201024,indclass,indclass_NDVI,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,,,,,,0.6163753449862006,0.4215725009877519,0.4881668672282391,0.4580920451081987,0.43414936473504806,0.7039312039312039,0.5616438356164383,0.4916666666666667,0.5548172757475083,0.47997535428219346,0.5217224144559784,0.3834273834273834,0.42464857796665584,0.4041878172588833,0.6276811007689196,0.5434782608695652,0.43524732786477754,0.3007358177070972,0.42535211267605644,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
20201024,indclass,indclass_NDI45,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,,,,,,0.3055786844296419,0.0929368029739777,0.13667117726657654,0.15252621544327927,0.12422062350119899,0.3732119635890767,0.2125984251968504,0.18303571428571427,0.24845765563656752,0.027649769585253448,0.21563682219419927,0.15403422982885084,0.10795742524075014,0.12406716417910449,0.25203252032520324,0.23432636727434422,0.1765132294309532,0.1556319862424764,0.16734693877551018,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
20201024,indclass,indclass_GNDVI,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,,,,,,0.6405228758169934,0.48004936240230356,0.574034789987272,0.517766497461929,0.4904991948470209,0.6453143534994068,0.553133514986376,0.5436579231045634,0.5768194070080863,0.5294492199936326,0.6056795131845841,0.43455497382198954,0.4981093159161225,0.46120831957741826,0.6230831315577079,0.5616952789699571,0.49121900826446285,0.36522172396611857,0.47435897435897434,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
20201024,indclass,indclass_NDVIre,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,,,,,,0.6522101751459548,0.4009819967266775,0.4930472785061581,0.4599027946537059,0.4284820031298903,0.7356006582556225,0.6124031007751938,0.5322683706070288,0.575815131370687,0.43393695506371555,0.5630488233227959,0.4078722190530519,0.4446197538655728,0.43090909090909085,0.6196775527077304,0.5669014084507041,0.4584028605482718,0.3505291005291006,0.448797622264253,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
20201024,indclass,indclass_NDII,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,,,,,,0.19037940379403792,0.12578222778473097,0.13803680981595087,0.03887079261672095,0.061955025240936205,0.33493743984600577,0.24835742444152425,0.08402725208175624,0.060022650056625194,0.24006195147134746,0.10066740823136813,-0.026134225381559715,0.041089345437171576,0.05205609698122179,0.2780425802351446,0.06532479414455629,-0.008585164835164843,-0.06802721088435369,0.007968127490039847,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
20201024,indclass,indclass_PSRI,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,,,,,,0.04081632653061226,0.11337868480725617,0.16190476190476183,0.10669975186104226,0.10409556313993176,-0.10984848484848485,-0.016233766233766246,0.09150943396226416,0.037735849056603855,0.11771300448430504,0.14107883817427386,0.08474576271186438,0.1372369624885636,0.10207468879668043,-0.009090909090909082,0.03170028818443805,0.09303758471965498,0.09871031746031733,0.08251748251748246,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
20201024,indclass,indclass_MSI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.6801365964712578,0.7765425236242356,0.757412398921833,0.9251672240802675,0.8833189282627485,0.498197548666186,0.6021052631578948,0.8449720670391061,0.8867521367521367,0.6128226477935054,0.817079332996463,1.0536711034778876,0.9210647085819182,0.9010393131495708,0.5648930880159125,0.8773617313637925,1.0173190162798753,1.1459854014598538,0.9841897233201581,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20201024,indclass,indclass_IRECI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.3025255102040817,0.10346734693877552,0.17112464285714285,0.2004404466501241,0.16421390784982934,0.2450064393939394,0.23238603896103893,0.20705320754716985,0.26797106918238994,0.19436692825112106,0.19309263485477182,0.17100120056497176,0.18882598353156452,0.1809307883817427,0.2179823376623377,0.37121368876080685,0.2550160813308687,0.1701762896825397,0.21658384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201024,indclass,indclass_MTCI,,,,,,,,,,,,,,,,,,,,,,2.6512261580381473,6.113333333333334,5.024752475247522,3.6968750000000017,4.409266409266411,2.993031358885017,3.7453703703703694,3.3170731707317076,2.769751693002258,31.45833333333334,2.967836257309941,2.415343915343915,5.098591549295776,3.7894736842105265,4.003225806451613,2.889943074003795,2.5954825462012328,1.3333333333333333,2.6829268292682933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201024,indclass,indclass_MCARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0010540239999999998,0.00015,0.0002714880000000003,0.0007366399999999992,0.0004734519999999997,0.000692244,0.00037756800000000006,0.0007970399999999997,0.0015327799999999994,8.351999999999982e-06,0.0008426880000000001,0.001052352,0.000299052,0.000500612,0.00077314,0.002175456000000001,0.0017502779999999994,0.0021426780000000016,0.0012480399999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200825,indclass,indclass_NDVI,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.4401858304297329,0.40817501439263093,0.34971297359357056,0.48912280701754385,0.2536927621861152,0.3385044989140552,0.3722862503350309,0.37083097795364606,0.2427272727272727,0.23241732650209596,0.539619651347068,0.3884449907805777,0.30400832899531494,0.2931201550387597,0.26124401913875595,0.4024255788313121,0.17959617428267804,0.2518824386689337,0.20948256211534075,0.42719324690985827,0.2415818324197337,0.21793017971493497,0.1902222222222222,0.2953136622861393,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
20200825,indclass,indclass_NDI45,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.14727996461742596,0.18895463510848126,0.10859301227573184,0.08695652173913042,0.07780059320100385,0.0786516853932584,0.000853242320819137,0.08395061728395069,0.0592885375494071,0.044914517531150354,0.17937853107344637,-0.010665312341290017,0.04157706093189963,0.11656070239176507,-0.0586218717860816,0.12966680048173423,0.03764647220144603,0.055793991416308995,0.034789869190091874,0.06219151036525173,0.06785370548604422,0.08836985311822781,0.08625877632898693,0.10741206030150756,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
20200825,indclass,indclass_GNDVI,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.5736040609137056,0.5029185867895546,0.48284561049445013,0.5541992187500001,0.42258537607374813,0.47840986977381766,0.47211040828062106,0.45296584781306176,0.39028731248410875,0.3799217731421121,0.6307175828787243,0.477919528949951,0.42047065494754743,0.4088149907627343,0.39176346356916575,0.508896797153025,0.32806891600861454,0.40819672131147533,0.33922261484098937,0.5105296745373323,0.4248483486856886,0.37564162389174055,0.30857561690691426,0.4077068175693883,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
20200825,indclass,indclass_NDVIre,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.4697469746974698,0.47896604156107453,0.3952594490711082,0.4673170731707317,0.2809108699519658,0.40974529346622374,0.36924319956908164,0.38980263157894735,0.28620394173093405,0.2601571268237935,0.5888181174805378,0.39751740841659094,0.3578290105667627,0.32904115888710045,0.24572545188080117,0.44381734222678293,0.21320831634732976,0.2785195596158351,0.23612334801762117,0.4400235779546124,0.26559241706161135,0.2667054038349797,0.2546533033340151,0.33019090266321,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
20200825,indclass,indclass_NDII,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0415458937198068,-0.10843812648077268,-0.043138531662054405,0.1580862288521012,-0.11795271499090672,0.005125815470643074,0.08751062022090063,-0.014027241309209224,-0.11305758313057589,-0.11028917283120375,0.11795166858457999,0.15225707727620505,-0.044986656500190646,-0.10661087866108783,0.028482247366367546,-0.0347182697780307,-0.14838115697406776,-0.07832618025751074,-0.06961248465719798,0.09103480064531001,-0.07886710239651418,-0.1415259172976121,-0.1459097432626376,-0.12758851035404145,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
20200825,indclass,indclass_PSRI,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.2251349267540478,0.14532183145321834,0.22203293583191372,0.13769230769230767,0.27222692633361556,0.24439102564102563,0.21568627450980382,0.15186028853454814,0.24893390191897652,0.2545757071547421,0.16886227544910182,0.20225872689938407,0.21679284239504482,0.1838394793926247,0.28550619082301537,0.18194740582800284,0.252763094666026,0.26538908246225323,0.22861753630984405,0.17007434944237915,0.2960793150067599,0.24557522123893802,0.18790397045244697,0.18264322178105505,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
20200825,indclass,indclass_MSI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0866935483870968,1.2432542927228125,1.0901667233752979,0.7269871190700596,1.2674521354933725,0.9898006490496059,0.8390624999999999,1.0284536082474227,1.2549378200438919,1.2479213907785336,0.7889861039629439,0.7357237715803453,1.0942115768463074,1.2386661671037842,0.9446130500758725,1.0719339622641508,1.3484684684684682,1.1699650756693831,1.149641914813419,0.8331220954795099,1.1712393566698203,1.3297150610583446,1.3416728902165798,1.2924961715160797,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
