,indices,bandes,1,2,3,4,5,6,7,8
1,/,/,MEDI,MEDI,MEDI,MEDI,MEDI,MEDI,MEDI,MEDI
2,/,/,PNRMV,PNRMV,PNRMV,PNRMV,PNRMV,PNRMV,PNRMV,PNRMV
91,SR,SR_B7_B8A,0.8619357785563874,0.8672434912661146,0.9013562657669215,0.9051526189045014,0.8770872999463736,0.8817146788288914,,
92,ND,ND_B7_B11,-0.05461410038360684,-0.13751781451035716,-0.07961693264071051,-0.12885280034174362,-0.13846982470963806,-0.03976690247751392,,
93,SR,SR_B7_B11,0.9086575998837536,0.7595087017593231,0.8548327469710628,0.7724883883701986,0.7578027828379565,0.9270893635399144,,
94,ND,ND_B7_B12,0.1679002783852183,0.06028150984745216,0.07674900955410427,-0.009833830046357418,0.061203064646991726,0.19127492475863275,,
95,SR,SR_B7_B12,1.439060163784999,1.13195410387241,1.169422155088137,0.9821451814620724,1.1338141551595768,1.4834099320988712,,
96,SR,SR_B8_B2,5.637783828532657,3.707771223470856,3.2606292932916134,2.3197557102048174,3.257012567651681,4.347538869073437,,
97,SR,SR_B8_B3,3.893856503918081,2.813979411099285,2.5736673717330016,1.9422900434159103,2.610183951689307,3.2590365282860905,,
98,SR,SR_B8_B4,3.2199196375666235,2.2071300947262107,2.1334471774234545,1.663317216673633,2.0578760746093563,2.6776005740910818,,
99,SR,SR_B8_B5,2.006718894627662,1.658399057547691,1.614471361555089,1.3958505267923393,1.6006308216746477,1.8553463070851564,,
100,SR,SR_B8_B6,1.2118079205401207,1.1978058517178263,1.1450759271863806,1.1205472580948013,1.1828215634776127,1.194962922004644,,
101,SR,SR_B8_B7,1.0692614970164358,1.0721561137275795,1.046548785618092,1.0440003632812231,1.0723609016174553,1.0631943604695437,,
102,ND,ND_B8_B8A,-0.043521545191618556,-0.03660992845689028,-0.029736243729401764,-0.028630257902204446,-0.03161861149577841,-0.03373244178677023,,
103,SR,SR_B8_B8A,0.9216162685422129,0.9298200645962347,0.9429006521745674,0.9448494284862156,0.9402036746905997,0.9371217605309871,,
104,ND,ND_B8_B11,-0.02392907847080641,-0.10342714323967434,-0.0574469029667837,-0.10790035636690687,-0.10484786777100025,-0.010516619120749504,,
105,SR,SR_B8_B11,0.9706957204777092,0.8143792045237936,0.8936525892870238,0.8064218824364772,0.8133323170779032,0.9854826092582304,,
106,ND,ND_B8_B12,0.19713546124653705,0.09460231960410061,0.09884394577659708,0.011379725886590345,0.09481413124464426,0.21903183064313203,,
107,SR,SR_B8_B12,1.5364838745923661,1.2137783153844888,1.223267745418387,1.0252946823628748,1.2173104024772137,1.5768421523195792,,
108,SR,SR_B8A_B2,6.195360539611595,3.993425234927534,3.464474758302871,2.461565576595187,3.480081003448297,4.676739058608245,,
109,SR,SR_B8A_B3,4.325387536134973,3.0306379215010217,2.734091436360401,2.060497030119112,2.788677826974877,3.504563825726837,,
110,SR,SR_B8A_B4,3.5682691736885968,2.376593550626536,2.266048847056331,1.7642188411322293,2.198453920663866,2.879443511664499,,
111,SR,SR_B8A_B5,2.1801779343695675,1.7837182946672412,1.7123278274311522,1.477765152908041,1.7016802194055012,1.9806361392251248,,
112,SR,SR_B8A_B6,1.317227865150162,1.2882889493081096,1.2146325892225045,1.1860999265508314,1.2582873068775713,1.2758459532476403,,
113,SR,SR_B8A_B7,1.1622058900783068,1.153255977644844,1.1100646284750182,1.1050351456403298,1.140691182692071,1.1349587937324381,,
114,SR,SR_B8A_B8,1.098676071651486,1.0765486166182408,1.0620779605363262,1.0595665218120942,1.067204337554378,1.072782186327276,,
115,ND,ND_B8A_B11,0.019506212180159434,-0.06710802652955804,-0.0277956529868677,-0.0795481983141553,-0.07358612507593597,0.023215420786520773,,
116,SR,SR_B8A_B11,1.0529320837390754,0.8757314047740973,0.9480309520247479,0.853620807006782,0.8642588034099011,1.051286507189175,,
117,ND,ND_B8A_B12,0.23895531484586738,0.1307591074039798,0.1282053490002438,0.0399806754296358,0.126200324594905,0.25120509580522743,,
118,SR,SR_B8A_B12,1.6673775989988326,1.3052871530257277,1.2975941383805838,1.0853401339402686,1.2933012710650098,1.681899811866769,,
119,SR,SR_B11_B2,5.8753098767353125,4.558210478568414,3.6772791730740075,2.8820437749305157,4.03628787730258,4.44129459509171,,
120,SR,SR_B11_B3,4.12303968096782,3.4615433227364005,2.9006430655399607,2.413941607625901,3.2350739190793094,3.3351483294082156,,
121,SR,SR_B11_B4,3.3633318196187885,2.712542350255688,2.3980099111127657,2.0662044504048884,2.549391291443701,2.7346993001229505,,
122,SR,SR_B11_B5,2.088951367243219,2.037772215182043,1.811874075801674,1.732061121422831,1.9704289964159378,1.886269401613468,,
123,SR,SR_B11_B6,1.2832179259473389,1.4756545798893197,1.2874344563949867,1.3925542462422882,1.4597943468227976,1.2211205300628267,,
124,SR,SR_B11_B7,1.1332055717479366,1.3216375296303537,1.1766994592339979,1.2974173305916112,1.323669520238136,1.0870994424247362,,
125,SR,SR_B11_B8,1.0693924295795632,1.2336892419793255,1.125108799451763,1.2441091525163692,1.2397406478304611,1.0275599545340401,,
126,SR,SR_B11_B8A,0.9739128326421406,1.1459574627539324,1.0596237460241473,1.174336273639952,1.1607530130953636,0.9577005155040347,,
127,ND,ND_B11_B12,0.2224262959340263,0.1963636213578542,0.1555752027774179,0.11922599779038616,0.19815425618110608,0.22985045464340953,,
128,SR,SR_B11_B12,1.574327501160316,1.48919043403496,1.3695236036856844,1.2709951019000483,1.4950259834197406,1.5977717000490046,,
129,SR,SR_B12_B2,3.734687243205921,3.0561671963510992,2.6744765523417007,2.267474694660491,2.69841906069348,2.780826088889166,,
130,SR,SR_B12_B3,2.6241771262291747,2.3225525200199857,2.111474667701409,1.899295170249643,2.1630703275246708,2.0889616351801505,,
131,SR,SR_B12_B4,2.134978249528678,1.8203516719372246,1.7474079845679775,1.6255428722625531,1.7050641255236794,1.712586424312565,,
132,SR,SR_B12_B5,1.3323554111783882,1.3687552768964746,1.3213568232187098,1.363067734356436,1.3188348683750974,1.1819524229273513,,
133,SR,SR_B12_B6,0.8220054046875449,0.9920560111679614,0.9399833835293134,1.0963292704227798,0.9777221004537567,0.7657060555525036,,
134,SR,SR_B12_B7,0.7262253290839498,0.8886441723449051,0.8593804020527481,1.0214680677374692,0.88667500304619,0.6818727652138847,,
135,SR,SR_B12_B8,0.6847735571333563,0.829497116262529,0.8221978483407594,0.9794995893532108,0.830544775116975,0.6444735228999715,,
136,SR,SR_B12_B8A,0.6240219683090066,0.770599625807433,0.7742894956520661,0.9245908830780111,0.7776808636373872,0.6006443628924119,,
137,SR,SR_B12_B11,0.63667307873623,0.6718855712329969,0.7311557683283451,0.7870779908763448,0.6694596312101622,0.6264198564576833,,
138,BSI,BSI_B2_B3_B4,-0.23634882358343193,-0.22126043450569305,-0.18320827355954475,-0.15015551264767615,-0.20488026526299064,-0.21006418574136176,,
139,mSR,mSR_B2_B3_B4,2.879805560066506,1.881622518369066,2.018459894159555,1.1113715588291566,1.7763004778921352,2.77238894114555,,
140,BSITian,BSITian_B2_B3_B4,-0.5230675614896476,-0.49497025659530075,-0.4686401934834111,-0.4408356669868452,-0.47726032436652327,-0.4933770088510775,,
141,CVI,CVI_B2_B3_B4,0.47098157400673635,0.47907930565778906,0.5587559129549019,0.6194221259429178,0.5009684520974361,0.5083214449495125,,
142,BSI,BSI_B2_B3_B5,-0.41491479336092435,-0.33942508253397613,-0.3013487060312917,-0.22780110099674536,-0.3139220308743903,-0.361139900688112,,
143,mSR,mSR_B2_B3_B5,1.3664013918873026,1.3469650917186198,1.3813334007272995,1.4328309709383704,1.3332888553166795,1.358445245190026,,
144,BSITian,BSITian_B2_B3_B5,-0.6134445254300243,-0.5547313188810336,-0.527664545964726,-0.47877862560419954,-0.5324431191734047,-0.5697439087704196,,
145,CVI,CVI_B2_B3_B5,0.20149522384310262,0.2827325373010401,0.3347686530920423,0.44540883729499925,0.3081144468571653,0.2542249164113518,,
146,BSI,BSI_B2_B3_B6,-0.5861093264005564,-0.4659491819591211,-0.4389807820096961,-0.32319454126031255,-0.43600071879674146,-0.5249337874118554,,
147,mSR,mSR_B2_B3_B6,1.1463362951373464,1.174026323170316,1.1706223097441264,1.2220359818949105,1.1682463219115353,1.1479712856862292,,
148,BSITian,BSITian_B2_B3_B6,-0.71001523759946,-0.62397215877507,-0.602291318378411,-0.5280573196734119,-0.5989591294829307,-0.6613579099472808,,
149,CVI,CVI_B2_B3_B6,0.07722677816356852,0.15044061121629296,0.17268589686232105,0.29018813299629226,0.16905955845592818,0.10765665419468907,,
150,BSI,BSI_B2_B3_B7,-0.6234593739666311,-0.5059172910550649,-0.4726231400802663,-0.35303992917866556,-0.4731062799990564,-0.5639890911332458,,
151,mSR,mSR_B2_B3_B7,1.1217912079705092,1.1439495749991588,1.145023625331219,1.1881861276066907,1.1413202300136303,1.123318346312318,,
152,BSITian,BSITian_B2_B3_B7,-0.7326161733792164,-0.6471244286687694,-0.6216432932074614,-0.5441361489384176,-0.620360987710338,-0.6848247250188068,,
153,CVI,CVI_B2_B3_B7,0.060462766848336576,0.12111420012371116,0.14518960201395942,0.25235709766947356,0.13919613367511877,0.08561055830111132,,
154,BSI,BSI_B2_B3_B8,-0.6420819446481284,-0.5301894513597752,-0.4887332574421912,-0.37095978617776726,-0.4984126445746237,-0.5837947839570687,,
155,mSR,mSR_B2_B3_B8,1.1098568028586757,1.128528080331229,1.1374430512398286,1.1701343780743811,1.1250696229025816,1.1117224645756465,,
156,BSITian,BSITian_B2_B3_B8,-0.7438216544514659,-0.661445339870403,-0.6311522907609748,-0.5538413678403473,-0.6351541642446819,-0.6967605673009851,,
157,CVI,CVI_B2_B3_B8,0.052303000868289255,0.10506207269008318,0.13474000847352924,0.23033546224767484,0.12065299477593495,0.07457549541234455,,
158,BSI,BSI_B2_B3_B8A,-0.66509408529632,-0.5547307491050992,-0.5099216493749202,-0.39413601900871087,-0.5205620078158506,-0.6039391076483241,,
159,mSR,mSR_B2_B3_B8A,1.099184137940887,1.1148936902515665,1.122504486462227,1.1523506013085454,1.113663802434198,1.102330912889393,,
160,BSITian,BSITian_B2_B3_B8A,-0.7585941835788401,-0.6762769276434054,-0.6437134188116671,-0.5668094862438936,-0.6485423765723303,-0.7094678434524921,,
161,CVI,CVI_B2_B3_B8A,0.04478622162811053,0.0912631543376344,0.11954076705590491,0.20680868331702104,0.10714760780031311,0.06644874676277056,,
162,BSI,BSI_B2_B3_B11,-0.6559996199195387,-0.5982403724554213,-0.5287363440349975,-0.45724504347208755,-0.5704271307624452,-0.59031909701708,,
163,mSR,mSR_B2_B3_B11,1.1052406687553478,1.0942921911205545,1.1132225910598947,1.1132391733725162,1.0910469640624536,1.109718576622008,,
164,BSITian,BSITian_B2_B3_B11,-0.7530623946458814,-0.7030937181346355,-0.655179925768546,-0.6028948775476193,-0.6792705241403663,-0.7009706061372839,,
165,CVI,CVI_B2_B3_B11,0.047113454835515836,0.06912748333520995,0.10876326596939744,0.1496220639060014,0.08002954352316843,0.07180639394002672,,
166,BSI,BSI_B2_B3_B12,-0.5162187701202062,-0.46253424957447525,-0.41357501329333657,-0.36150549408113647,-0.42625300826003937,-0.4264185350295245,,
167,mSR,mSR_B2_B3_B12,1.213171007234125,1.1776486621175262,1.2097660031083268,1.180297770918952,1.1785834438239284,1.246828501914618,,
168,BSITian,BSITian_B2_B3_B12,-0.6696565014509266,-0.6219831927615189,-0.5881820975066023,-0.5487005244583885,-0.5935267349593271,-0.6050967761312012,,
169,CVI,CVI_B2_B3_B12,0.11696389077088787,0.1522989347925461,0.19935141784575106,0.24154288306776753,0.17859447409250498,0.1833980308162952,,
170,BSI,BSI_B2_B4_B3,-0.13526013002662565,-0.10174716917578695,-0.09206635651043106,-0.07308550584871579,-0.08706559302287763,-0.11005521751101248,,
171,BSI,BSI_B2_B4_B5,-0.3856784543028496,-0.30796011722905153,-0.2791068039543032,-0.21288878100056874,-0.285083455251879,-0.334522745333393,,
172,mSR,mSR_B2_B4_B5,1.9814034102374187,2.293292917559075,2.351018331948981,3.59367667391984,2.347134628407118,2.20960810796521,,
173,BSITian,BSITian_B2_B4_B5,-0.636822200165212,-0.5866786649350743,-0.5535149663725045,-0.5043207000421335,-0.5661585257871673,-0.5957077023508558,,
174,CVI,CVI_B2_B4_B5,0.24883820424447914,0.3561001663141787,0.39756349638225635,0.5189575001611223,0.38982430094329334,0.3118267710410418,,
175,BSI,BSI_B2_B4_B6,-0.5558183417406855,-0.4307971559318838,-0.4130597974844494,-0.3045959257025145,-0.40254291349139415,-0.49544108107920276,,
176,mSR,mSR_B2_B4_B6,1.317387688040726,1.4879487568745358,1.4067292593162453,1.611598831549161,1.5150822963699768,1.3390933521764306,,
177,BSITian,BSITian_B2_B4_B6,-0.7241213639973478,-0.6469947550712706,-0.6206721064189715,-0.5490967379815392,-0.6240378372844836,-0.6779079400092054,,
178,CVI,CVI_B2_B4_B6,0.09668296051999711,0.18940643774425434,0.2046013510006465,0.33805691883125966,0.2139448946246473,0.13248097993860736,,
179,BSI,BSI_B2_B4_B7,-0.5938104517073917,-0.4704947302145058,-0.4463893764760624,-0.33357970720671704,-0.43902893683180794,-0.534719987443627,,
180,mSR,mSR_B2_B4_B7,1.2554324333006086,1.3847694369713452,1.334685178068006,1.4924001831730846,1.4121521701473092,1.274190036849919,,
181,BSITian,BSITian_B2_B4_B7,-0.7447454616580386,-0.6674668218509479,-0.6382795248281445,-0.5637881223560776,-0.6429163587299055,-0.6992556603112025,,
182,CVI,CVI_B2_B4_B7,0.07575512645264808,0.15244941592354114,0.1718659073433693,0.2939366265949125,0.176145875632556,0.10538253792990282,,
183,BSI,BSI_B2_B4_B8,-0.6127675906620943,-0.49477687724325753,-0.46239329434285364,-0.3510170003258485,-0.46404585497291245,-0.5546318867278063,,
184,mSR,mSR_B2_B4_B8,1.2253747116420626,1.3348545537426515,1.305569745626161,1.433259310529894,1.3537838889808056,1.2440356025980766,,
185,BSITian,BSITian_B2_B4_B8,-0.7549334663338158,-0.6802077228017355,-0.6468801230424223,-0.5726939360817151,-0.6559998671207149,-0.7101209543482057,,
