ND,ND_B2_B6,-0.5068389057750761,-0.0,-0.0,-0.0,-0.6037099494097807,-0.3785883147585275,-0.5620940007642339,-0.5670009115770283,-0.3373798684876075,-0.8237762237762237,-0.5476839237057219,-0.5382895472330911,-0.5119808306709264,-0.0,-0.0,-0.0,-0.5437100213219616,-0.8481769276748358,-0.5433877681716298,-0.6139367240688828,-0.5676816400361774,-0.6902025177887248,-0.30683624801271864,-0.5514626218851572,-0.5021802325581395,-0.4530551415797317,-0.7580015612802499,-0.6559278350515464,-0.47153780798640604,-0.6224832214765099,-0.4495495495495495,-0.6481577581733264,-0.4436944937833038,-0.49694251936404404,-0.4744295830055076,-0.5271659324522759,-0.467964824120603,-0.489971346704871,-0.435866626614599,-0.4946695095948827,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.5800711743772242,-0.0,-0.0,-0.5683634833824147,-0.5713043478260871,-0.4919530230535015,-0.3219597550306212,-0.5655502392344498,-0.5608591885441527,-0.3021611001964636,-0.45636836242109174,-0.618848167539267,-0.47318840579710136,-0.7392906494702902,-0.5404837013669821,-0.5314076111875287,-0.38122827346465815,-0.6260448746150461,-0.6364577938891767,-0.5333095831848949,-0.546408393866021
SR,SR_B2_B6,0.32728189611699443,1.0,1.0,1.0,0.24710830704521555,0.4507594316511514,0.2803326810176125,0.2763234438627109,0.4954614220877458,0.09662576687116566,0.2922535211267606,0.30014534883720934,0.3227680929741152,1.0,1.0,1.0,0.29558011049723754,0.08214747736093143,0.295850622406639,0.2392059553349876,0.27576923076923077,0.1832901554404145,0.5304136253041363,0.28910614525139666,0.3313981615868409,0.37641025641025644,0.13765541740674955,0.2077821011673152,0.35912240184757505,0.2326783867631851,0.379738968303294,0.21347607052896725,0.3853346456692913,0.3360566448801743,0.3564567769477054,0.3096153846153846,0.36243046640992727,0.3423076923076923,0.39288702928870295,0.33808844507845937,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.26576576576576577,1.0,1.0,0.2752145922746781,0.27282789153292747,0.34052478134110786,0.5129053606882858,0.2775061124694377,0.28134556574923547,0.535908267954134,0.37327893931667516,0.23544631306597674,0.35759960649286765,0.14989406779661016,0.2982935153583618,0.3059880239520958,0.4479865771812081,0.229978354978355,0.2221518987341772,0.30436802973977695,0.29331941544885176
ND,ND_B2_B7,-0.5413427561837456,-0.0,-0.0,-0.0,-0.653902798232695,-0.4104453700736943,-0.6001395673412422,-0.6016771488469602,-0.3608197121249085,-0.8416090509113765,-0.5963035019455252,-0.5764102564102563,-0.549576115001843,-0.0,-0.0,-0.0,-0.5779092702169625,-0.8667366211962225,-0.5860667634252539,-0.6436229205175601,-0.5973041280539175,-0.7320075757575758,-0.3847601128880527,-0.5949119373776909,-0.5387205387205387,-0.4916897506925208,-0.7953795379537953,-0.6879018118059614,-0.5275351310292442,-0.6588324488248675,-0.4958745874587458,-0.6800377536573856,-0.484019769357496,-0.5341638354095886,-0.5068290882244371,-0.5481758652946679,-0.5169660678642715,-0.5161582603443068,-0.4575389948006933,-0.5255255255255256,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.6094870380584666,-0.0,-0.0,-0.5973312401883831,-0.6098140087059756,-0.5234598123215014,-0.3557772236076476,-0.597339246119734,-0.5947136563876653,-0.33756061171204765,-0.49219562955254953,-0.6588566073102157,-0.5091154625253207,-0.7708502024291498,-0.586565752128666,-0.5651063829787234,-0.41334798132381206,-0.66094934184284,-0.6677709417889257,-0.5764629809246685,-0.5772846934937946
SR,SR_B2_B7,0.29756992205410365,1.0,1.0,1.0,0.20926090828138913,0.41799182189913675,0.2498909725250763,0.2486910994764398,0.46970240229472937,0.08600682593856655,0.2528945764777575,0.2687052700065062,0.2906755470980019,1.0,1.0,1.0,0.26749999999999996,0.0713884204609331,0.2609809663250366,0.21682411156095366,0.25210970464135024,0.15472936030617823,0.44429347826086957,0.25398773006134967,0.29978118161925604,0.34076137418755803,0.11397058823529412,0.18490304709141275,0.30929885629040277,0.20566727605118829,0.3370104798676228,0.1904494382022472,0.3476909413854351,0.3036417322834646,0.3272905438510534,0.2918429003021148,0.31842105263157894,0.3191235059760956,0.3721759809750297,0.3110236220472441,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24263193968471555,1.0,1.0,0.2520884520884521,0.2423795476892822,0.31280128548473485,0.4751686082158185,0.252082176568573,0.2541436464088398,0.49525934188510884,0.3403068340306834,0.2056497175141243,0.32527964205816556,0.1294010059442158,0.26058437686344665,0.277868406742795,0.4150796735328411,0.20413064361191163,0.19920544835414303,0.26866283839212474,0.268001907486886
ND,ND_B2_B8,-0.5586535192111527,-0.0,-0.0,-0.0,-0.6030405405405405,-0.4486065328139047,-0.6153071500503525,-0.6339113680154141,-0.3935185185185185,-0.8001586042823157,-0.644082332761578,-0.6430423509075194,-0.5819363667464932,-0.0,-0.0,-0.0,-0.6355896126011068,-0.8280297901150983,-0.6030066815144767,-0.7131806010116036,-0.6301263863812226,-0.7000529941706413,-0.4920388349514562,-0.614704513727315,-0.575062034739454,-0.5386549340037712,-0.8162418494368701,-0.6895348837209302,-0.5594900849858357,-0.6784565916398715,-0.5903452899765336,-0.6710334788937408,-0.5025412960609912,-0.5616341030195382,-0.5192515293270961,-0.628175519630485,-0.5183394938868354,-0.5387273250791822,-0.4542284219703575,-0.5456869009584665,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.6094870380584666,-0.0,-0.0,-0.611657834973505,-0.6385630498533725,-0.4883924660534384,-0.41287878787878785,-0.6067561715028151,-0.6104995766299746,-0.36115107913669064,-0.5246753246753247,-0.6760124610591899,-0.5291450777202071,-0.7780392156862745,-0.5798076923076922,-0.5789039967037495,-0.4173486088379705,-0.6523517382413088,-0.6760498384863868,-0.5808,-0.596554199569275
SR,SR_B2_B8,0.2831588132635253,1.0,1.0,1.0,0.2476290832455216,0.3806371534960695,0.23815461346633415,0.2240566037735849,0.43521594684385384,0.11101321585903083,0.21648408972352634,0.21725407680168335,0.2642733564013841,1.0,1.0,1.0,0.22280062467464862,0.09407407407407406,0.24765543591524836,0.16741924279263634,0.22689873417721518,0.17643391521197008,0.34044768349817806,0.23861671469740636,0.26979125640015755,0.2998366013071896,0.10117493472584856,0.1837577426015141,0.28247048138056313,0.19157088122605365,0.25758853288364253,0.19686411149825786,0.3310782241014799,0.28070973612374883,0.31643770724774983,0.22836879432624116,0.3172284644194756,0.29977544910179643,0.3752997601918465,0.2939231087226126,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24263193968471555,1.0,1.0,0.2409581963363081,0.22058165548098432,0.3437316068275456,0.4155495978552279,0.24474393530997307,0.24185068349106204,0.4693446088794926,0.31175468483816016,0.19330855018587362,0.30792037272342226,0.12483458314953683,0.26597687157638467,0.2667014613778706,0.4110854503464204,0.2103960396039604,0.19328193832599116,0.2651821862348178,0.25269784172661874
ND,ND_B2_B8A,-0.5793907971484122,-0.0,-0.0,-0.0,-0.6414950419527079,-0.45770704391394046,-0.6286454957874271,-0.6445940890385335,-0.4054912638983435,-0.8640776699029127,-0.6284691136974037,-0.6333777185974256,-0.5950960901259111,-0.0,-0.0,-0.0,-0.6292767431788653,-0.8882042253521127,-0.6298987801712951,-0.6829990134824071,-0.6532882011605416,-0.7526223776223777,-0.4445859872611465,-0.6382699868938402,-0.5912887828162291,-0.5459325703680791,-0.8153662894580109,-0.7142857142857143,-0.5762942779291553,-0.7069358515141648,-0.545048399106478,-0.7208727871552078,-0.5253107002121856,-0.578839590443686,-0.5488010807159743,-0.593776282590412,-0.5606846473029046,-0.5652645861601086,-0.49866524292578757,-0.5668595796527566,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.657142857142857,-0.0,-0.0,-0.6180193596425911,-0.6397515527950309,-0.5359555025824394,-0.403387220939184,-0.6334275333064191,-0.631557869443332,-0.3753077734787197,-0.5417840375586853,-0.7002881844380402,-0.549426712116517,-0.7938820101966496,-0.6284013605442176,-0.6165103189493433,-0.45089974293059126,-0.70258922323303,-0.6989708404802745,-0.6136832792686523,-0.6219307097208208
SR,SR_B2_B8A,0.2663110381616742,1.0,1.0,1.0,0.2184014869888476,0.37201779215527697,0.2280143255073617,0.21610555050045496,0.4229899903132064,0.07291666666666666,0.2281473336998351,0.22445652173913044,0.25384295803905277,1.0,1.0,1.0,0.227538543328017,0.05920745920745921,0.22707006369426752,0.18835482610394685,0.20971044164960514,0.14114713216957606,0.3844797178130511,0.2208,0.2568428946381703,0.29371748699479794,0.10170603674540682,0.16666666666666666,0.26879861711322384,0.1716901945822205,0.29445783132530123,0.16220095693779904,0.31120826709062005,0.2667531344574146,0.291321412996075,0.2548812664907652,0.28148886673313395,0.27773925104022196,0.3345208407552547,0.27643856920684295,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.20689655172413793,1.0,1.0,0.23607915324436263,0.2196969696969697,0.30212105535437145,0.42512342292923755,0.2244191794364805,0.22582228767795778,0.4542199488491049,0.2971985383678441,0.176271186440678,0.2908,0.11490052781161185,0.22819843342036555,0.2372330547818013,0.3784549964564139,0.17468146321413894,0.17718324078748107,0.23940058479532164,0.23309829946080463
ND,ND_B2_B11,-0.6296718972895863,-0.0,-0.0,-0.0,-0.6497764530551415,-0.5093333333333333,-0.6103366201972118,-0.6355964710395091,-0.4506185783183057,-0.8646616541353384,-0.5421952564809707,-0.6036468330134357,-0.6196700902583256,-0.0,-0.0,-0.0,-0.6901918204849802,-0.8833256775378963,-0.6264081739586062,-0.5600182565038796,-0.6959287531806616,-0.6735870818915802,-0.4619498148909914,-0.6127221702525726,-0.5920190589636688,-0.5634849836455545,-0.6954813359528488,-0.5844357976653697,-0.5978014872292273,-0.6981891348088531,-0.4985638079606073,-0.7310591035303452,-0.5872430152872958,-0.5815530688368938,-0.5649625529143601,-0.5439093484419263,-0.581004204798417,-0.6202891680493008,-0.5531763026409708,-0.6030150753768845,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.665880132137801,-0.0,-0.0,-0.6491108071135432,-0.6131816398587681,-0.5984874527328979,-0.45860984980789393,-0.6572291430728576,-0.663003663003663,-0.5189599133261106,-0.5728042019258828,-0.6202399582681273,-0.5556234718826406,-0.6933911159263273,-0.6048824593128389,-0.6436541143654114,-0.49154963104022853,-0.6928080954101915,-0.6557135850907309,-0.590625,-0.6418100701083493
SR,SR_B2_B11,0.2272408963585434,1.0,1.0,1.0,0.2122854561878952,0.3250883392226149,0.24197635135135132,0.2227954971857411,0.37872217403873953,0.07258064516129033,0.2968526466380544,0.24715739078396173,0.2348193697156034,1.0,1.0,1.0,0.18329764453961453,0.06195121951219512,0.22970360824742267,0.2820362785254535,0.1792948237059265,0.1950379048931771,0.36803601575689365,0.24013921113689096,0.25626636737747854,0.2791936097375428,0.17960602549246812,0.26227897838899805,0.2517199514366653,0.17772511848341233,0.33461117196056955,0.15536205316223647,0.2600464961806709,0.2645797598627787,0.27798585101955886,0.29541284403669726,0.26501877346683356,0.23434757167934467,0.28768382352941174,0.24764890282131657,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.20056657223796034,1.0,1.0,0.21277478224802984,0.2397859922178988,0.2511827956989247,0.3711685823754789,0.20683371298405467,0.2026431718061674,0.31669044222539233,0.27161410018552873,0.23438506117192534,0.2856581532416503,0.18106206014075496,0.24619718309859157,0.2168010182435299,0.34088732843919567,0.18146883005977799,0.2079383886255924,0.25736738703339884,0.21816770186335405
ND,ND_B2_B12,-0.48977987421383645,-0.0,-0.0,-0.0,-0.48123620309050774,-0.3586615545486232,-0.4560987185571904,-0.4933333333333334,-0.3099815643929418,-0.8061538461538461,-0.3268450932684509,-0.4373297002724796,-0.46777003484320556,-0.0,-0.0,-0.0,-0.5641547861507128,-0.812822402358143,-0.4948636202621325,-0.36453526697429134,-0.5734681737061273,-0.4873188405797102,-0.30499468650371947,-0.43442622950819665,-0.4265383005441607,-0.39563606422396047,-0.4959349593495935,-0.33664596273291925,-0.43248175182481746,-0.5637421231216675,-0.3084323712507074,-0.6025791324736225,-0.44878563885955647,-0.4265799256505576,-0.41454864154250654,-0.3644736842105263,-0.43646041250831674,-0.519640179910045,-0.4693416219270981,-0.48121123677489974,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.5222672064777327,-0.0,-0.0,-0.5241187384044527,-0.45942982456140347,-0.4524144397562119,-0.30896121266161397,-0.520338087691495,-0.5277207392197125,-0.3833333333333333,-0.4263322884012539,-0.4434250764525994,-0.4055600981193786,-0.5424413904607922,-0.44472681067344344,-0.4895104895104895,-0.34937557112397194,-0.5563674321503131,-0.5204918032786885,-0.45211208699289,-0.48978665456196097
SR,SR_B2_B12,0.34248021108179416,1.0,1.0,1.0,0.3502235469448584,0.47203694202154955,0.3735332464146023,0.33928571428571425,0.5267390430237233,0.10732538330494037,0.5073349633251835,0.39146919431279625,0.3626112759643917,1.0,1.0,1.0,0.27864583333333337,0.10325203252032521,0.337914691943128,0.46570048309178746,0.2710775047258979,0.34470158343483553,0.5325732899022801,0.3942857142857143,0.4019953051643193,0.4330383480825959,0.33695652173913043,0.49628252788104094,0.39617834394904455,0.27898326100433973,0.5285467128027682,0.24798829553767376,0.38046647230320696,0.4019543973941368,0.4138785625774474,0.46576663452266154,0.39231125521074567,0.31610102604577744,0.36115384615384616,0.35024630541871915,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3138297872340426,1.0,1.0,0.31223371880706025,0.37039819684447783,0.37701743060038734,0.5279291553133515,0.31549687282835304,0.30913978494623656,0.44578313253012053,0.4021978021978022,0.3855932203389831,0.42292030250145435,0.2966457023060797,0.38434476693051894,0.34272300469483563,0.48216704288939055,0.28504359490274983,0.31536388140161725,0.3773041474654378,0.3424741011578306
SR,SR_B3_B2,1.3482280431432974,1.0,1.0,1.0,1.3531914893617023,1.233695652173913,1.380453752181501,1.343157894736842,1.1740458015267174,1.7936507936507935,1.3180722891566263,1.2493946731234866,1.3502454991816695,1.0,1.0,1.0,1.425233644859813,1.7952755905511812,1.3786816269284712,1.4481327800829875,1.3891213389121337,1.4664310954063606,1.1758409785932722,1.28743961352657,1.3503649635036494,1.2329700272479562,1.7096774193548387,1.4494382022471908,1.2009646302250805,1.5066666666666666,1.2258592471358427,1.5250737463126844,1.2554278416347382,1.2836304700162076,1.2544910179640718,1.3395445134575568,1.1877213695395514,1.2596754057428214,1.2183173588924388,1.1828410689170183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3559322033898304,1.0,1.0,1.2456140350877194,1.3793103448275863,1.2602739726027397,1.1316129032258064,1.277533039647577,1.2434782608695654,1.1948198198198197,1.2568306010928962,1.2637362637362637,1.2420907840440165,1.501766784452297,1.1762013729977117,1.3248532289628179,1.2106741573033708,1.3552941176470588,1.3276353276353277,1.251908396946565,1.2544483985765122
ND,ND_B3_B4,-0.10623084780388152,-0.0,-0.0,-0.0,0.017600000000000005,-0.07910750507099393,-0.1147174034695019,-0.12542837559972592,-0.08315946348733236,-0.044397463002114196,-0.06734867860187557,-0.14,-0.10955207771181866,-0.0,-0.0,-0.0,-0.13105413105413105,-0.1827956989247312,-0.12232142857142861,-0.07793923381770149,-0.15017064846416386,-0.02696365767878073,-0.15121412803532014,-0.10118043844856658,-0.12488174077578054,-0.1196498054474708,0.045364891518737675,-0.07194244604316545,-0.1413793103448276,-0.11948051948051948,-0.09759036144578317,-0.12742616033755272,-0.10839002267573698,-0.0833333333333333,-0.10708577517314867,-0.13154362416107387,-0.14455782312925172,-0.13501928846978134,-0.10520140789988269,-0.15307150050352472,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.1176470588235294,-0.0,-0.0,-0.19723618090452258,-0.058823529411764656,-0.10243902439024388,-0.08455114822546976,-0.10355486862442041,-0.13790504898266767,-0.10350654837346851,-0.12171837708830546,-0.1417910447761194,-0.08833922261484099,0.010701545778834778,-0.09903593339176164,-0.1298200514138818,-0.09167544783983145,-0.09362706530291116,-0.05572441742654506,-0.11875335840945726,-0.11985018726591765
SR,SR_B3_B4,0.8079409048938134,1.0,1.0,1.0,1.0358306188925082,0.8533834586466166,0.7941767068273093,0.7771010962241168,0.8464501926252064,0.9149797570850202,0.8738019169329073,0.7543859649122807,0.8025291828793775,1.0,1.0,1.0,0.7682619647355163,0.6909090909090909,0.7820206841686554,0.8553921568627451,0.7388724035608308,0.9474885844748859,0.7372962607861936,0.8162327718223584,0.7779646761984861,0.7862728062554301,1.0950413223140496,0.8657718120805369,0.7522658610271904,0.7865429234338747,0.8221734357848517,0.7739520958083833,0.8044189852700491,0.8461538461538461,0.8065447545717035,0.767497034400949,0.7473997028231798,0.7620845921450152,0.8096249115357396,0.7344978165938864,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7894736842105263,1.0,1.0,0.6705141657922351,0.888888888888889,0.8141592920353983,0.8440808469682386,0.8123249299719888,0.7576158940397352,0.8124042879019908,0.7829787234042553,0.7516339869281046,0.8376623376623377,1.0216346153846154,0.8197767145135566,0.7701934015927189,0.8320463320463319,0.828776978417266,0.8944337811900193,0.787704130643612,0.785953177257525
ND,ND_B3_B5,-0.23076923076923084,-0.0,-0.0,-0.0,-0.18670076726342708,-0.1401515151515151,-0.23129251700680273,-0.25597667638483973,-0.17400644468313642,-0.5731822474032107,-0.11417004048582997,-0.20554272517321015,-0.21540656205420824,-0.0,-0.0,-0.0,-0.22292993630573252,-0.5808823529411764,-0.2561483163072267,-0.20906515580736545,-0.30664810302819356,-0.3520686963309914,-0.12514220705346987,-0.2738419618528611,-0.2265886287625418,-0.2248394004282655,-0.27891156462585037,-0.22985074626865673,-0.25337331334332835,-0.3280475718533202,-0.1104513064133017,-0.3346203346203346,-0.22384524279510465,-0.21777777777777776,-0.21462043111527646,-0.17684478371501275,-0.24161326799849236,-0.27383951061532924,-0.2566601689408707,-0.2827292110874201,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.2930780559646539,-0.0,-0.0,-0.27837380011293056,-0.25397696105320894,-0.23333333333333336,-0.1014344262295082,-0.3168433451118963,-0.3079249848759831,-0.13493681206685687,-0.2096219931271478,-0.23524522028262682,-0.21238552115133016,-0.3689680772086117,-0.24244657332350775,-0.2621253405994551,-0.1831964624131396,-0.38755980861244027,-0.3136966126656848,-0.3059669911129919,-0.28498985801217047
SR,SR_B3_B5,0.6249999999999999,1.0,1.0,1.0,0.685344827586207,0.7541528239202658,0.6243093922651933,0.5923862581244196,0.7035681610247027,0.27130852340936373,0.7950581395348837,0.6590038314176245,0.6455399061032864,1.0,1.0,1.0,0.6354166666666666,0.2651162790697675,0.5921686746987952,0.6541705716963448,0.5306339904102291,0.47921478060046196,0.7775530839231547,0.5700534759358289,0.6305385139740968,0.6328671328671329,0.5638297872340425,0.6262135922330097,0.5956937799043062,0.5059701492537313,0.8010695187165775,0.4985535197685632,0.6341935483870967,0.6423357664233577,0.6466049382716049,0.6994594594594594,0.6108075288403156,0.5700564971751413,0.5915201654601862,0.5591755319148936,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5466970387243736,1.0,1.0,0.5644876325088339,0.5949256342957131,0.6216216216216216,0.8158139534883722,0.5187835420393561,0.5291396854764108,0.762212643678161,0.6534090909090908,0.6191117092866756,0.6496402877697841,0.4609544468546638,0.6097271648873073,0.584628670120898,0.6903363587827016,0.4413793103448276,0.5224215246636772,0.5314322747893714,0.5564325177584846
ND,ND_B3_B6,-0.3876836948915326,-0.0,-0.0,-0.0,-0.4988179669030732,-0.285264483627204,-0.4419753086419753,-0.45863385659736955,-0.264466762314682,-0.7045751633986927,-0.443823080833757,-0.4545454545454545,-0.39293598233995586,-0.0,-0.0,-0.0,-0.40719144800777457,-0.7429537767756481,-0.4205717653993516,-0.4854404718024328,-0.4460511679644049,-0.5763144461459928,-0.23176823176823183,-0.45750636132315514,-0.3816844919786096,-0.36602451838879163,-0.6189791516894322,-0.5370813397129186,-0.39733763614360623,-0.4808575803981623,-0.364715860899067,-0.5087885985748218,-0.3479270315091211,-0.3972602739726027,-0.3820058997050148,-0.41368373357498867,-0.39814537840263237,-0.3974320692744102,-0.3525749858517261,-0.4286684782608695,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.47019867549668876,-0.0,-0.0,-0.4894127047542948,-0.4531564133494169,-0.3994288045695635,-0.26549413735343386,-0.47653429602888087,-0.4816492976891708,-0.21927888153053712,-0.36133287053106555,-0.5413758723828513,-0.3848773841961853,-0.6325118893212278,-0.48054573016675084,-0.42309331060928845,-0.29670927386456347,-0.5247524752475247,-0.544477028347996,-0.44818304172274553,-0.46203739030904234
