ND,ND_B2_B6,-0.52860932171277,-0.4360955056179775,-0.7799401197604791,-0.46317757009345795,-0.552542372881356,-0.3823711980136561,-0.5014992503748126,-0.5750109986801583,-0.4086361242759347,-0.8121252498334444,-0.589769820971867,-0.5069252077562327,-0.5359555025824394,-0.357504665422554,-0.35572782084409993,-0.5574112734864302,,,,,,-0.6688086999505685,-0.32811140121845084,-0.5730337078651685,-0.5038062283737025,-0.5054519873373197,-0.7349042709867452,-0.6160558464223386,-0.5394371779627427,,,,-0.4751958224543081,-0.48446745562130183,-0.472495446265938,,,,,,-0.3233944954128441,-0.602377093462993,-0.4967320261437909,-0.6505057551447506,-0.5468634686346863,-0.4685226194242329,-0.4097044874133528,-0.436241610738255,-0.4876917588298252,-0.40019960079840317,-0.4662379421221865,-0.6177884615384616,-0.34704926908500267,-0.4593939393939394,-0.35622895622895623,-0.4085014409221902,-0.4731954411143942,-0.6145203111495247,-0.5592614651578319,-0.48350398179749715,-0.31467240848969547,-0.479966611018364,-0.5643044619422574,-0.5340793489318412,-0.42613803230543323,-0.501627150162715,-0.7346368715083799,-0.3883758826724606,-0.5112751127511275,-0.4009302325581394,-0.5161870503597122,-0.5214626391096979,-0.6270939548434086,-0.3888070692194403,-0.483816729718369,-0.5434083601286173,-0.5297450424929179,-0.3697841726618705,-0.3507194244604317,-0.5654063450673619,-0.5302211302211302,-0.6241032998565279,-0.4544865565273729,-0.359211337030191,-0.41888619854721554,-0.47421875,-0.391238670694864,-0.5086937137761925,-0.5881998795906079,-0.5495122672184453,-0.5793520043931906,-0.5681601525262154,-0.4725721251523771,-0.44899536321483763,-0.5950252623396813,-0.4149956408020924,-0.3868852459016393,-0.5559649930907417,-0.6400375939849624,-0.32788893425888116,-0.44211238997968855,-0.5784543325526932,-0.4635830169140489,-0.7069323370693233,-0.5736196319018405,-0.5144356955380578,-0.38739255014326657,-0.6203505771697307,-0.5796116504854368,-0.5674502712477396,-0.5781575656523551
SR,SR_B2_B6,0.3083787803668815,0.3926650366748166,0.12363330529857022,0.3668880940214614,0.28820960698689957,0.44678940278401436,0.3320019970044933,0.2698324022346369,0.4198130841121495,0.10367647058823529,0.258043758043758,0.3272058823529411,0.30212105535437145,0.47329143754909664,0.4752223634053367,0.28418230563002683,,,,,,0.19845971563981044,0.5058977719528178,0.2714285714285714,0.32995858260469396,0.32850467289719626,0.15280135823429541,0.23758099352051837,0.2991761071060762,,,,0.35575221238938054,0.34728450423517687,0.35823849579416134,,,,,,0.511265164644714,0.2481456507080243,0.33624454148471616,0.2117497886728656,0.2929389312977099,0.36191296854803967,0.4187370600414078,0.3925233644859813,0.3443645083932854,0.42836778332145403,0.3640350877192982,0.23625557206537892,0.4847266881028939,0.3704318936877077,0.47467725918570014,0.41994884910485936,0.3575931232091691,0.23875802997858672,0.28265851795263564,0.34815950920245403,0.5212915301824989,0.3513818386914833,0.2785234899328859,0.3037135278514589,0.40238879736408567,0.3318885448916409,0.1529790660225443,0.44053208137715183,0.32338578404774826,0.4276228419654715,0.3190984578884935,0.31452455590386624,0.22918531781557747,0.44008483563096507,0.34787535410764875,0.29583333333333334,0.3074074074074074,0.46008403361344535,0.4806924101198402,0.277623542476402,0.30700064226075785,0.2314487632508834,0.3750556792873051,0.471441523118767,0.409556313993174,0.3566507684154743,0.4375678610206298,0.32565011820330975,0.25928733889310085,0.2907287294925601,0.2663421418636996,0.2753799392097264,0.35816777041942605,0.3802666666666667,0.25389863547758285,0.4134319162045595,0.4420803782505911,0.28537596210775606,0.2194842406876791,0.506150061500615,0.38685446009389673,0.2670623145400593,0.3665094339622642,0.17169260700389102,0.2709551656920078,0.32062391681109187,0.44155307724080956,0.23430079155672823,0.26613398893669327,0.27595754499307795,0.26730058108821975
ND,ND_B2_B7,-0.5662482566248256,-0.4692663582286848,-0.8022864828513786,-0.4996515679442508,-0.5689795918367349,-0.4089694089694089,-0.5521885521885521,-0.6117363344051446,-0.436669174818159,-0.840317100792752,-0.6190023752969122,-0.5731414868105515,-0.5707460492466004,-0.40523198420533074,-0.3878887070376432,-0.5965746907706946,,,,,,-0.7217607973421927,-0.3490725126475548,-0.6168652612282309,-0.5507518796992482,-0.5330454998339421,-0.769378603459321,-0.6622313203684749,-0.5968077723802914,,,,-0.5076546233925291,-0.5303234501347708,-0.5144198524480214,,,,,,-0.35004131093362717,-0.6299648064353947,-0.5700325732899023,-0.6905497220506486,-0.5897093217507517,-0.504570923031554,-0.46741277156023703,-0.4776883686905632,-0.5420918367346939,-0.44196843082636955,-0.505952380952381,-0.6426966292134831,-0.36759307813319353,-0.4940442427680091,-0.3912766634829672,-0.4618157980989839,-0.5105882352941176,-0.6633962264150943,-0.5973884657236126,-0.5345976422347515,-0.3414129470883831,-0.5298113207547169,-0.5911330049261084,-0.5855203619909501,-0.470173535791757,-0.5182022471910112,-0.7725458898643256,-0.41567202906071615,-0.5503583553376084,-0.4364060676779464,-0.5675241157556269,-0.5669064748201439,-0.6789968652037617,-0.4228094575799721,-0.5146245059288537,-0.568060836501901,-0.5637319316688567,-0.40489130434782616,-0.3844842284739984,-0.6056782334384859,-0.569563259792886,-0.6432947583390061,-0.48689823278488725,-0.4137542277339347,-0.4414274631497285,-0.5110788231020704,-0.42857142857142855,-0.5522145469321413,-0.6241758241758241,-0.5794701986754968,-0.6152687091913611,-0.5980479148181012,-0.5066514633219307,-0.48760330578512395,-0.6285204991087344,-0.5044313146233382,-0.42105263157894735,-0.5908319185059423,-0.660310421286031,-0.3607766990291262,-0.47582697201017815,-0.6240601503759398,-0.49951690821256045,-0.7372534425009304,-0.6317880794701988,-0.5633359559402046,-0.42619431025228127,-0.6706231454005935,-0.618334067871309,-0.6051502145922747,-0.615793470007593
SR,SR_B2_B7,0.2769367764915405,0.3612235717498875,0.10970149253731343,0.3336431226765799,0.27471383975026015,0.4194772344013491,0.2885032537960954,0.24089775561097257,0.392108938547486,0.08676923076923077,0.23532863849765256,0.2713414634146341,0.2732802994852597,0.42325254654021777,0.44103773584905653,0.25268176400476755,,,,,,0.16160154365653642,0.48250000000000004,0.2369614512471655,0.2896969696969697,0.30459272097053725,0.13034033309196233,0.20320197044334978,0.2524989135158627,,,,0.32656376929325753,0.30691325407309555,0.32063773250664307,,,,,,0.48143614851081185,0.2270203578038248,0.27385892116182575,0.18304713189623675,0.25809163514081546,0.3292826342610741,0.3629430237774787,0.35346534653465345,0.2969396195202647,0.3869929169349646,0.32806324110671936,0.21751025991792067,0.46242331288343563,0.3386484434320425,0.43752860411899314,0.3681614349775785,0.32398753894080995,0.20235934664246824,0.2520435967302452,0.3032732130928524,0.49096518289995594,0.3073507646768624,0.2569659442724458,0.2614155251141553,0.3603836222796016,0.3173475429248076,0.12832057631697436,0.41275659824046923,0.2900243309002433,0.3923639317627945,0.27589743589743587,0.2764003673094582,0.19118745332337567,0.40566959921798634,0.3204592901878915,0.27546071774975756,0.27899159663865547,0.4235976789168278,0.44458128078817727,0.2455795677799607,0.2742398164084911,0.21706710853355426,0.34508196721311474,0.4146730462519936,0.38751345532831,0.3235576923076923,0.4,0.28848167539267017,0.23139377537212452,0.2662473794549266,0.23818407960199006,0.2515269294836202,0.3274470232088799,0.3444444444444445,0.22810858143607707,0.3294059891998037,0.4074074074074074,0.25720384204909286,0.2045940170940171,0.4697488584474886,0.35517241379310344,0.23148148148148148,0.3337628865979382,0.15124250214224508,0.22564935064935066,0.27931555108203326,0.4023334587881069,0.19715808170515098,0.235838779956427,0.2459893048128342,0.23778195488721807
ND,ND_B2_B8,-0.5777325186693822,-0.4890232262169901,-0.8281706604324958,-0.5013888888888889,-0.5855572998430141,-0.4422645739910313,-0.5632183908045977,-0.6362951807228915,-0.44198757763975155,-0.7602040816326531,-0.6700946112710819,-0.6180257510729615,-0.5955678670360111,-0.42918048318332547,-0.4105594956658787,-0.6115437471369676,,,,,,-0.680952380952381,-0.4969045291625936,-0.629924745462594,-0.5728328865058089,-0.5868351454598884,-0.7784615384615385,-0.6649746192893401,-0.6205094709340301,,,,-0.5259433962264151,-0.5526315789473685,-0.5227422544495716,,,,,,-0.3858964350767629,-0.5855855855855856,-0.6357903035080804,-0.7043375627028622,-0.6410406313943291,-0.4941282746160794,-0.48356208107245446,-0.4930777422790201,-0.557200123342584,-0.45561594202898553,-0.5229885057471265,-0.646273637374861,-0.368421052631579,-0.5079977937120794,-0.43230403800475065,-0.4828346456692913,-0.5223880597014926,-0.6529182879377432,-0.5865921787709496,-0.6012296881862099,-0.3155145929339478,-0.5181747873163187,-0.6241509433962263,-0.6424668227946917,-0.4871391076115485,-0.5252435783879539,-0.7851488880512627,-0.4284263959390862,-0.5811665495432184,-0.4424242424242424,-0.5991058122205662,-0.5796089385474861,-0.6738853503184713,-0.4347974123255021,-0.528055342044581,-0.5792592592592591,-0.5573333333333335,-0.41986754966887424,-0.39242636746143067,-0.6360989810771471,-0.6172938350680544,-0.6561679790026247,-0.4820055367579207,-0.48310139165009947,-0.4833153928955866,-0.5334488734835356,-0.44202146071304943,-0.5695312499999999,-0.6239692138537657,-0.6044640539839087,-0.5914666666666667,-0.6045395024006983,-0.531407942238267,-0.5552089831565814,-0.6553092954019186,-0.5029629629629628,-0.45973275550740333,-0.6004973062577704,-0.6896272285251216,-0.39059607552758235,-0.5130023640661938,-0.6469203609258533,-0.5143749999999999,-0.7461344839985616,-0.6181318681318683,-0.5715939791586261,-0.43588390501319263,-0.6552795031055901,-0.6284856284856284,-0.6022613900897905,-0.6326678765880218
SR,SR_B2_B8,0.2676419965576592,0.3431623931623931,0.09398976982097186,0.332099907493062,0.26138613861386134,0.38670812281383604,0.27941176470588236,0.2222733548090198,0.3869745003445899,0.13623188405797101,0.19753694581280784,0.23607427055702918,0.2534722222222222,0.39940338084189586,0.417877094972067,0.24104604889141557,,,,,,0.1898016997167139,0.33609055289508055,0.22705051602390003,0.2715909090909091,0.26037037037037036,0.1245674740484429,0.20121951219512196,0.23417976622329706,,,,0.3106646058732612,0.288135593220339,0.31341991341991343,,,,,,0.44310927525347354,0.26136363636363635,0.22265060240963855,0.1734764542936288,0.21873886711791948,0.33857315598548976,0.3481067125645439,0.3395149786019972,0.2843564356435644,0.37398879900435594,0.3132075471698113,0.2148648648648649,0.46153846153846156,0.32626188734455014,0.3963515754560531,0.34876805437553104,0.3137254901960784,0.20998116760828625,0.2605633802816901,0.2490400438837082,0.5203176085941149,0.3173713703515028,0.23141263940520446,0.217680608365019,0.3448641016590187,0.3112659698025552,0.12035472972972973,0.40014214641080315,0.2648888888888889,0.3865546218487395,0.25069897483690584,0.2661361626878868,0.19482496194824964,0.3939250118652112,0.30885311871227367,0.26641651031894936,0.2842465753424657,0.4085820895522388,0.43634165995165186,0.22241992882562278,0.23663366336633662,0.2076069730586371,0.3495226234952262,0.3485254691689008,0.3483309143686502,0.30424954792043396,0.38694191070571293,0.27426580388252864,0.23155044008124578,0.24652216111290848,0.2567024128686327,0.24646354733405876,0.305987741631306,0.28600080224628965,0.20823341326938452,0.33070478068013803,0.37011380504700647,0.24961160020714657,0.18369304556354918,0.4382321618743344,0.321875,0.21438780371605526,0.3206768468840281,0.1453871499176277,0.23599320882852293,0.2725933202357564,0.3928702682837192,0.20825515947467169,0.22813487881981032,0.2482357824823578,0.22498888394842154
ND,ND_B2_B8A,-0.6005138086062941,-0.5140695915279879,-0.8268551236749118,-0.5339175592340148,-0.6317991631799165,-0.44737572896417666,-0.5808383233532934,-0.6445916114790287,-0.4743739761291832,-0.8575757575757575,-0.6658333333333334,-0.6093064091308165,-0.6050050727088265,-0.4429033749422099,-0.4217985055398093,-0.6283961437335671,,,,,,-0.7349683544303797,-0.44500359453630484,-0.6582174979558463,-0.5927293382561772,-0.5842696629213483,-0.8006644518272427,-0.7025687246507436,-0.6351648351648352,,,,-0.5562913907284769,-0.5649188514357054,-0.5669856459330143,,,,,,-0.3850964043772798,-0.667870036101083,-0.5765352887259395,-0.7137142857142857,-0.6313419393575502,-0.5449620801733477,-0.5032238256063862,-0.5254237288135594,-0.567730282962071,-0.48032857760484216,-0.5634451019066403,-0.7048723897911834,-0.3994023904382471,-0.5469781615033011,-0.440117130307467,-0.5130486358244365,-0.546676353069379,-0.6875656742556918,-0.6499526963103122,-0.5807940904893814,-0.38111111111111107,-0.5675112808052759,-0.6368939117754284,-0.6159329140461216,-0.5090452261306533,-0.5555555555555555,-0.7962830593280914,-0.48086675887505764,-0.5917808219178083,-0.46688741721854293,-0.5947269303201506,-0.6032948929159802,-0.7069261591299371,-0.4619124797406808,-0.5550724637681159,-0.6138681169272603,-0.5956151035322776,-0.44043436601724695,-0.42485395645246943,-0.649859943977591,-0.610590631364562,-0.6997134670487106,-0.5289510489510489,-0.44116066630843637,-0.4808940158615718,-0.5418652144315861,-0.46338215712383485,-0.5886524822695035,-0.681712424383434,-0.6099308932684925,-0.6308433734939759,-0.6355591311343524,-0.5424744448360944,-0.5625766871165644,-0.6610279765777489,-0.5031469825990375,-0.44939271255060725,-0.6225528582615505,-0.7043612504824392,-0.4123527311674402,-0.5245239469128677,-0.654245101805609,-0.5252062328139322,-0.7602716468590832,-0.6489898989898991,-0.5979717493661716,-0.46105369296697757,-0.6889667250437828,-0.6450819672131147,-0.6361423790690599,-0.6540170940170941
SR,SR_B2_B8A,0.2495987158908507,0.3209432454036771,0.09477756286266925,0.3038510368176047,0.22564102564102562,0.38181120491174214,0.26515151515151514,0.21610738255033557,0.3565079365079365,0.07667210440456769,0.20060030015007502,0.24277141298417895,0.24610198061525496,0.3860942005767382,0.40666908300108734,0.22820236813778258,,,,,,0.15275877792977657,0.38407960199004976,0.2061143984220907,0.2557061340941512,0.2624113475177305,0.11070110701107011,0.17469560614081525,0.22311827956989244,,,,0.2851063829787234,0.27802153968887117,0.27633587786259545,,,,,,0.4439428141459744,0.19913419913419914,0.2686046511627907,0.16705568522840947,0.22598454177401547,0.29453015427769985,0.3304738562091503,0.3111111111111111,0.27572964669738864,0.3510514018691589,0.27922624053826745,0.17310832879695157,0.4291814946619217,0.29284307288246886,0.3887759251728345,0.32183457467659743,0.2930953499295444,0.18513906185139062,0.21215596330275227,0.2651869158878505,0.44810941271118265,0.2759078830823738,0.221826280623608,0.23767514270887388,0.3253413253413253,0.28571428571428575,0.11341026661360923,0.350560398505604,0.25645438898450945,0.363431151241535,0.25413320736891826,0.24743115495273324,0.17169684775318578,0.3680709534368071,0.28611369990680335,0.23925863521482732,0.2534351145038168,0.38847006651884697,0.4036526276556094,0.21222410865874364,0.24178047546788065,0.17666891436277818,0.30808635199414564,0.3877703206562267,0.3505355404089581,0.29713024282560707,0.3666969972702457,0.25892857142857145,0.1892639734366353,0.2422893481717011,0.22635933806146574,0.22282341367437283,0.296617915904936,0.2799371809972517,0.20407363885624752,0.3305418719211823,0.3798882681564246,0.23262548262548263,0.17346014492753623,0.4160768452982811,0.31188493565480696,0.20901068276823037,0.311298076923077,0.13618827160493827,0.21286370597243492,0.2515865820489574,0.3688750862663906,0.18415595188718376,0.21574489287493773,0.22238750464856827,0.20917734601074825
ND,ND_B2_B11,-0.6478913105009907,-0.5589123867069488,-0.7120470127326151,-0.5442716597905427,-0.5910147172734316,-0.5016278487352868,-0.5652173913043478,-0.6301684532924962,-0.5180257510729613,-0.8632395732298739,-0.5818561001042754,-0.5854680950163017,-0.6406153846153846,-0.4733391608391609,-0.45692158760890605,-0.5675675675675677,,,,,,-0.6426666666666666,-0.4578651685393259,-0.6230838593327321,-0.6052848885218828,-0.5770156438026474,-0.6797153024911031,-0.5591182364729459,-0.6360789226432823,,,,-0.5959798994974874,-0.5613593455003147,-0.5691758405236536,,,,,,-0.4333733493397359,-0.6500237755587256,-0.4561506768687464,-0.6785370548604428,-0.5651558073654391,-0.5837462834489593,-0.5203083308627334,-0.4889047959914102,-0.5343709468223087,-0.5310183378852906,-0.6339581036383681,-0.7187085360459974,-0.4384167636786962,-0.5742243436754176,-0.44707923655292064,-0.5104353011329755,-0.5645498953244941,-0.6258389261744967,-0.6817204301075268,-0.6471045472211426,-0.42174928627043856,-0.6089139987445071,-0.631792975970425,-0.5993000874890638,-0.5302884615384615,-0.5562913907284768,-0.7043568464730291,-0.49438706780422087,-0.5668604651162792,-0.4876690533015115,-0.6123919308357347,-0.5994677312042582,-0.7397051347229282,-0.5097460129946839,-0.6072913335465302,-0.644110275689223,-0.6461811722912967,-0.4940802772162864,-0.472992700729927,-0.6168582375478926,-0.6255385820603212,-0.7447637603507062,-0.58399209486166,-0.49268292682926834,-0.5185556670010031,-0.5303558967201676,-0.4718217562254259,-0.5846211835657746,-0.7035110533159947,-0.622211204759544,-0.6510250569476081,-0.6444270015698588,-0.5874125874125875,-0.5581035017043694,-0.6324514991181658,-0.5697338890670085,-0.50216306156406,-0.6491994177583698,-0.7140724150802538,-0.5385477992710962,-0.5610015982951518,-0.6188055908513342,-0.5548553423087941,-0.6385048643113159,-0.624493471409275,-0.6072186836518046,-0.5047486680565207,-0.6960985626283367,-0.6154529307282416,-0.6099151989562949,-0.6768837803320562
SR,SR_B2_B11,0.21367227756784607,0.28294573643410853,0.16819221967963385,0.29510891903000414,0.25705939629990265,0.33188792528352234,0.2777777777777778,0.22686707374354156,0.31750070681368386,0.07339927121290994,0.2643375082399472,0.26145710928319627,0.21905476369092272,0.35746069415603676,0.37275747508305646,0.27586206896551724,,,,,,0.21753246753246755,0.371868978805395,0.23222222222222222,0.24588477366255143,0.2682182373140023,0.1906779661016949,0.2827763496143959,0.22243491577335375,,,,0.2531486146095718,0.2809351068117695,0.2745544178991278,,,,,,0.3953098827470687,0.21210374639769453,0.37348423605497166,0.1915137614678899,0.27782805429864255,0.262828535669587,0.3155226209048362,0.3432692307692308,0.30346576500422656,0.30632008154943935,0.22402159244264508,0.16366443643849718,0.39041761087730653,0.27046694966646456,0.38209432454036774,0.3241215949467035,0.2783229259589652,0.2301341589267286,0.18925831202046034,0.2142520056630486,0.40671778021175614,0.24307452204447916,0.2256456728590847,0.25054704595185995,0.30694313540684887,0.2851063829787234,0.17346317711503348,0.3383413461538462,0.2764378478664193,0.3443850267379679,0.24039320822162646,0.2504159733777038,0.1496201052016365,0.32472613458528954,0.24432948666931953,0.21646341463414634,0.2149331031506258,0.3386161577116351,0.3577799801783944,0.2369668246445498,0.23036144578313256,0.14628699050809604,0.2626325639426076,0.33986928104575165,0.31704095112285335,0.3068855449156407,0.35886019590382906,0.2621313035204567,0.17404580152671756,0.23288508557457213,0.21136865342163355,0.2162291169451074,0.2599118942731277,0.2836117740652347,0.22515125324114088,0.2741013071895425,0.33141338059370845,0.21270962047661077,0.1668118466898955,0.2999271137026239,0.28122866894197956,0.23547880690737832,0.28629329403095066,0.220625,0.2311529933481153,0.24438573315719947,0.3291256157635468,0.1791767554479419,0.23804288070368332,0.24230145867098865,0.19268849961919268
ND,ND_B2_B12,-0.5123480987847903,-0.42683797287651676,-0.500848896434635,-0.3873720136518771,-0.4107142857142857,-0.3642172523961661,-0.39627780299591464,-0.4767063921993499,-0.380584666298952,-0.799288256227758,-0.3792569659442725,-0.3990546927751519,-0.48387096774193544,-0.3211267605633803,-0.3074074074074074,-0.36526946107784436,,,,,,-0.4444444444444444,-0.2420225822287678,-0.44488711819389115,-0.4354330708661417,-0.40524534686971236,-0.472913616398243,-0.31958762886597936,-0.4742081447963801,,,,-0.44494304452882294,-0.3933855526544821,-0.3882551753274186,,,,,,-0.29235382308845576,-0.5090060040026685,-0.1793960923623446,-0.5138282387190684,-0.363070539419087,-0.4566623544631306,-0.3696922477600312,-0.3037542662116041,-0.37072743207712533,-0.3848515864892528,-0.4804381846635368,-0.5875486381322956,-0.31787330316742085,-0.41392904073587383,-0.29654157468727005,-0.332520325203252,-0.4031563845050215,-0.45040049291435613,-0.537788881948782,-0.48729531338226995,-0.29848866498740556,-0.4758098443416071,-0.5007518796992481,-0.4139475367882278,-0.3855345911949685,-0.40011191941801894,-0.5111492281303602,-0.3325429756965026,-0.39676113360323895,-0.3508064516129032,-0.4546376077040041,-0.43869463869463865,-0.6270939548434086,-0.3500391542678151,-0.46585471944323614,-0.48782687105500455,-0.5197685631629702,-0.3523105360443623,-0.3349708320540375,-0.4562262098966829,-0.4558907228229937,-0.6273115220483642,-0.4687697160883281,-0.30897009966777417,-0.37904269081500647,-0.3668861712135466,-0.3243922883487007,-0.4406091370558375,-0.5756823821339949,-0.4840893703452946,-0.5073954983922829,-0.501101321585903,-0.4457728437233134,-0.39293316304810555,-0.47664490205926663,-0.4227956989247311,-0.3554502369668246,-0.498960498960499,-0.5877287405812701,-0.39927007299270073,-0.40783327344592163,-0.4475138121546962,-0.4045977011494252,-0.4560862865947612,-0.4563233376792699,-0.44776119402985076,-0.37025036818851254,-0.5699757869249394,-0.4452274183215888,-0.4627133872416892,-0.534284399447768
SR,SR_B2_B12,0.3224468636599274,0.4017008504252126,0.332579185520362,0.44157441574415746,0.4177215189873417,0.46604215456674475,0.4323797139141743,0.35436537050623623,0.4486616060727127,0.11155063291139239,0.45005611672278334,0.4295366795366795,0.34782608695652173,0.5138592750533049,0.5297450424929179,0.4649122807017544,,,,,,0.38461538461538464,0.6102766798418973,0.3841911764705882,0.3933077345035656,0.4232390126429862,0.35785288270377735,0.515625,0.3566605279312462,,,,0.38413760152890586,0.4353529044347283,0.440657334144857,,,,,,0.5475638051044084,0.3253757736516357,0.6957831325301205,0.3211538461538461,0.46727549467275503,0.37300177619893427,0.46018202502844135,0.5340314136125655,0.459079283887468,0.4441980783444198,0.35095137420718814,0.25980392156862747,0.5175965665236051,0.4144981412639405,0.5425652667423383,0.5009151921903601,0.42535787321063395,0.37892948173322005,0.30056864337936634,0.3447228549734244,0.5402521823472357,0.35518814139110605,0.33266533066132264,0.4144796380090498,0.4434861552428506,0.42845723421262993,0.32349602724177073,0.5008896797153025,0.4318840579710145,0.48059701492537316,0.37491289198606276,0.39014906027219703,0.22918531781557747,0.48143851508120655,0.36439169139465877,0.34424242424242424,0.315989847715736,0.47895024603608527,0.49816007359705605,0.3734129947722181,0.3737294761532447,0.22902097902097904,0.36168384879725085,0.5279187817258882,0.450281425891182,0.46317962835512727,0.5101265822784811,0.38830162085976044,0.2692913385826772,0.3476277372262774,0.32679180887372017,0.33235509904622157,0.3833431777909037,0.4358190709046455,0.35442176870748304,0.40568319226118504,0.4755244755244756,0.3342579750346741,0.25966101694915256,0.4293166405842462,0.42062276671771315,0.38167938931297707,0.42389525368248776,0.3735449735449735,0.3733213965980305,0.3814432989690722,0.4595872742906277,0.2739049969154843,0.38386524822695034,0.36732186732186733,0.3035392921415717
SR,SR_B3_B2,1.3167202572347267,1.2204234122042341,1.5918367346938775,1.1518105849582172,1.4772727272727273,1.31356783919598,1.237593984962406,1.3126293995859213,1.2101513802315227,1.602836879432624,1.4089775561097257,1.3370786516853932,1.3116438356164384,1.2406639004149378,1.1452762923351159,1.2405660377358492,,,,,,1.2029850746268658,1.2150259067357512,1.4330143540669857,1.3430962343096233,1.3399715504978664,1.3833333333333333,1.412121212121212,1.413080895008606,,,,1.3669154228855722,1.2697274031563845,1.3273480662983426,,,,,,1.195762711864407,1.1603260869565217,1.378787878787879,1.4850299401197604,1.4087947882736154,1.1988095238095238,1.2867737948084055,1.3151260504201678,1.16991643454039,1.2129783693843594,1.2469879518072289,1.2232704402515722,1.213101160862355,1.1659192825112108,1.211297071129707,1.1315468940316686,1.3221153846153848,1.390134529147982,1.2378378378378379,1.2466960352422907,1.1095152603231597,1.2295345104333868,1.3895582329317269,1.412663755458515,1.2538382804503583,1.2388059701492538,1.631578947368421,1.2166962699822381,1.2634228187919465,1.2246376811594202,1.2750929368029738,1.29734219269103,1.3593749999999998,1.1843373493975904,1.1905537459283386,1.3661971830985915,1.251004016064257,1.2203196347031964,1.2142197599261313,1.3259999999999998,1.4100418410041842,1.4847328244274807,1.2767220902612826,1.228846153846154,1.3486111111111112,1.2050520059435366,1.1488833746898262,1.2867513611615244,1.4064327485380115,1.3950131233595802,1.3342036553524803,1.3443708609271523,1.2496147919876734,1.332398316970547,1.3570057581573896,1.253353204172876,1.2540106951871657,1.3091286307053942,1.4934725848563968,1.279465370595383,1.2220873786407767,1.368888888888889,1.2857142857142856,1.4305949008498586,1.3093525179856116,1.2198198198198198,1.2581852198316186,1.3265765765765765,1.2956120092378753,1.326086956521739,1.4308300395256919
ND,ND_B3_B4,-0.12825971261309205,-0.0802440168934772,0.15555555555555556,-0.08314855875831485,-0.053398058252427195,-0.06106321839080456,-0.10348583877995646,-0.10892480674631062,-0.09700996677740865,-0.1324376199616123,-0.07604251839738345,-0.10526315789473682,-0.1402918069584736,-0.0814132104454685,-0.07885304659498205,-0.1000855431993156,,,,,,-0.07568807339449535,-0.15457413249211358,-0.09653092006033182,-0.1257376305038584,-0.11173974540311173,0.05285412262156446,-0.052845528455284514,-0.1421107628004179,,,,-0.10395434162250304,-0.10015251652262334,-0.10812064965197216,,,,,,-0.0704874835309618,-0.06666666666666668,-0.01697530864197526,-0.1046931407942239,-0.05101481075150852,-0.11316600616468521,-0.051048313582497735,-0.059589384076114214,-0.0635451505016722,-0.0835952231301068,-0.10486486486486486,-0.1450549450549451,-0.08074143889412495,-0.09170305676855899,-0.08131693772312576,-0.13741875580315693,-0.06674208144796374,-0.12056737588652482,-0.14472455648926236,-0.11424100156494524,-0.07726763717805155,-0.17545748116254037,-0.068013468013468,-0.08291991495393339,-0.08205320344698389,-0.08916323731138545,-0.0643863179074447,-0.08909574468085103,-0.07094386181369522,-0.06371191135734068,-0.10385369039843247,-0.09186046511627904,-0.1916376306620209,-0.069569332702319,-0.12139423076923075,-0.11717861205915808,-0.09117432530999274,-0.07725507121277514,-0.06968517863459496,-0.048097631012203865,-0.11664482306684139,-0.0626506024096386,-0.08276450511945399,-0.06783369803063459,-0.054527750730282314,-0.11074561403508769,-0.08134920634920634,-0.08338720103425983,-0.13176895306859213,-0.11710963455149502,-0.1272416737830914,-0.08968609865470854,-0.08619718309859152,-0.09523809523809525,-0.03150684931506854,-0.10341151385927506,-0.08084272415482607,-0.0801749271137026,-0.09350237717908086,-0.10497237569060773,-0.12358572671888596,-0.10659898477157362,-0.09264305177111717,-0.02036857419980599,-0.100494233937397,-0.12926045016077176,-0.05614035087719293,-0.07171000788022067,-0.06500000000000002,-0.07305669199298662,-0.10117939168218494
